feature_name,SD21,SDXL,SD3,DALLE3,Midjourney
hog_0192,0.0003265746714589124,0.01718818189639415,0.032080033390502916,0.015546800873827982,0.0
hog_0193,0.027498326166345954,0.013089338748023538,0.036815077307821964,0.011228540736378134,0.0
hog_0194,0.024014475312484462,0.007956276319017741,0.04485095353645718,0.028209439213883636,0.0
hog_0195,0.0,0.0,0.0,0.003623610671633637,0.0
hog_0196,0.0,0.024805721900219346,0.023759815786837724,0.012777049873821777,0.002480891089168269
hog_0197,0.0,0.005432636948228264,0.009404641546442383,0.013753077484122578,0.0
hog_0198,0.0011421502844486398,0.0,0.02696621136821209,0.013356006305939694,0.02680448352608167
hog_0199,0.0,0.012411863769615783,0.017430409596944196,0.0,0.0
hog_0200,0.027408320233135886,0.0,0.04210270766167845,0.04713128084266516,0.05547547894930904
hog_0201,0.009437860721426494,0.0008568792167524819,0.039112832097077055,0.030022799552958723,0.0026110507433563246
hog_0202,0.0033591337224072593,0.01015981394956511,0.0,0.009656130886657621,0.002943623676375573
hog_0203,0.006669581226000698,0.0021888211382716793,0.014552544545821444,0.008708928652034098,0.0
hog_0204,0.01050200376378041,0.0,0.04076304462580671,0.0,0.0
hog_0205,0.0,0.021939712880061135,0.05169068680852207,0.00021612548012739374,0.0
hog_0206,0.023483528230854978,0.016694010378719204,0.026278994320522164,0.0026142349278690524,0.020277086709024505
hog_0207,0.00223200032242743,0.03149648353065837,0.02069581550053501,0.00769407710658232,0.005913549700398146
hog_0208,0.011846891004807514,0.0,0.03122311100412789,0.009892856239447578,0.0
hog_0209,0.016818797453867385,0.026783708442799536,0.028400178165887136,0.0064174877266578445,0.013957038379101228
hog_0210,0.0,0.0,0.03550518414355697,0.0,0.0
hog_0211,0.0,0.0,0.0,0.002807398751029533,0.003849867457626388
hog_0212,0.0,0.022111807193955224,0.01395155456772379,0.0,0.0
hog_0213,0.02609936105874122,0.0,0.0,0.01411803751702534,0.008560815628914309
hog_0214,0.0,0.0,0.03590534409635571,0.0,0.00576416109343425
hog_0215,0.01830030320716225,0.02014057204074171,0.031049491080845648,0.012260460205797852,0.0
hog_0216,0.0,0.00125503412342165,0.0,0.01436656357371846,0.0
hog_0217,0.009611152224522801,0.01772975622380013,0.03554090576105984,0.012969929308124017,0.0
hog_0218,0.009600690567817427,0.0,0.03313821617415269,0.02084220465710418,0.0
hog_0219,0.0013615937198707684,0.00011728794103249562,0.03139279247110571,0.004293188414858262,0.0
hog_0220,0.0009913810951940327,0.009891534488657872,0.023234428882490832,0.0,0.0
hog_0221,0.0,0.0006920623583750452,0.024802717566201116,0.013331127162618639,0.0
hog_0222,0.004451230652732674,0.007069672843128538,0.01726071595541101,0.02755111010043243,0.0
hog_0223,0.0,0.008886626856621893,0.03366994884309671,0.0,0.0
hog_0224,0.0038296123229997203,0.013195650040534135,0.018496137425863868,0.0,0.0
hog_0225,0.0,0.001229985316480109,0.02575928643623482,0.0,0.0
hog_0226,0.0,0.010133600482949312,0.04271004151646851,0.005566730101346673,0.0
hog_0227,0.012995720636954866,0.03514464323507016,0.0302277926872494,0.02996826978573952,0.026170835452694385
hog_0228,0.0012524890348732942,0.0032925655933457865,0.03775643230062742,0.0,0.012912376766189615
hog_0229,0.0,0.015067226851850135,0.024319042471976138,0.0,0.009719651832393206
hog_0230,0.0,0.0003688765419065376,0.05089899691895683,0.0,0.0
